w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (3.36872e-05+0j)	 (3.36872e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (3.37425e-05+0j)	 (3.37425e-05+0j)	 (8.43562e-07+0j)	 (8.43562e-07+0j)
 (-29.95+0.1j)	 (3.37979e-05+0j)	 (3.37979e-05+0j)	 (1.68851e-06+0j)	 (1.68851e-06+0j)
 (-29.925+0.1j)	 (3.38535e-05+0j)	 (3.38535e-05+0j)	 (2.53485e-06+0j)	 (2.53485e-06+0j)
 (-29.9+0.1j)	 (3.39093e-05+0j)	 (3.39093e-05+0j)	 (3.38258e-06+0j)	 (3.38258e-06+0j)
 (-29.875+0.1j)	 (3.39651e-05+0j)	 (3.39651e-05+0j)	 (4.23171e-06+0j)	 (4.23171e-06+0j)
 (-29.85+0.1j)	 (3.40211e-05+0j)	 (3.40211e-05+0j)	 (5.08224e-06+0j)	 (5.08224e-06+0j)
 (-29.825+0.1j)	 (3.40773e-05+0j)	 (3.40773e-05+0j)	 (5.93417e-06+0j)	 (5.93417e-06+0j)
 (-29.8+0.1j)	 (3.41336e-05+0j)	 (3.41336e-05+0j)	 (6.78751e-06+0j)	 (6.78751e-06+0j)
 (-29.775+0.1j)	 (3.419e-05+0j)	 (3.419e-05+0j)	 (7.64226e-06+0j)	 (7.64226e-06+0j)
 (-29.75+0.1j)	 (3.42466e-05+0j)	 (3.42466e-05+0j)	 (8.49842e-06+0j)	 (8.49842e-06+0j)
 (-29.725+0.1j)	 (3.43033e-05+0j)	 (3.43033e-05+0j)	 (9.356e-06+0j)	 (9.356e-06+0j)
 (-29.7+0.1j)	 (3.43601e-05+0j)	 (3.43601e-05+0j)	 (1.0215e-05+0j)	 (1.0215e-05+0j)
 (-29.675+0.1j)	 (3.44171e-05+0j)	 (3.44171e-05+0j)	 (1.10754e-05+0j)	 (1.10754e-05+0j)
 (-29.65+0.1j)	 (3.44743e-05+0j)	 (3.44743e-05+0j)	 (1.19373e-05+0j)	 (1.19373e-05+0j)
 (-29.625+0.1j)	 (3.45315e-05+0j)	 (3.45315e-05+0j)	 (1.28006e-05+0j)	 (1.28006e-05+0j)
 (-29.6+0.1j)	 (3.4589e-05+0j)	 (3.4589e-05+0j)	 (1.36653e-05+0j)	 (1.36653e-05+0j)
