w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (2.90609e-05+0j)	 (2.90609e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (2.91061e-05+0j)	 (2.91061e-05+0j)	 (7.27652e-07+0j)	 (7.27652e-07+0j)
 (-29.95+0.1j)	 (2.91513e-05+0j)	 (2.91513e-05+0j)	 (1.45644e-06+0j)	 (1.45644e-06+0j)
 (-29.925+0.1j)	 (2.91967e-05+0j)	 (2.91967e-05+0j)	 (2.18635e-06+0j)	 (2.18635e-06+0j)
 (-29.9+0.1j)	 (2.92421e-05+0j)	 (2.92421e-05+0j)	 (2.91741e-06+0j)	 (2.91741e-06+0j)
 (-29.875+0.1j)	 (2.92877e-05+0j)	 (2.92877e-05+0j)	 (3.6496e-06+0j)	 (3.6496e-06+0j)
 (-29.85+0.1j)	 (2.93334e-05+0j)	 (2.93334e-05+0j)	 (4.38293e-06+0j)	 (4.38293e-06+0j)
 (-29.825+0.1j)	 (2.93792e-05+0j)	 (2.93792e-05+0j)	 (5.11741e-06+0j)	 (5.11741e-06+0j)
 (-29.8+0.1j)	 (2.94251e-05+0j)	 (2.94251e-05+0j)	 (5.85304e-06+0j)	 (5.85304e-06+0j)
 (-29.775+0.1j)	 (2.94711e-05+0j)	 (2.94711e-05+0j)	 (6.58982e-06+0j)	 (6.58982e-06+0j)
 (-29.75+0.1j)	 (2.95172e-05+0j)	 (2.95172e-05+0j)	 (7.32774e-06+0j)	 (7.32774e-06+0j)
 (-29.725+0.1j)	 (2.95634e-05+0j)	 (2.95634e-05+0j)	 (8.06683e-06+0j)	 (8.06683e-06+0j)
 (-29.7+0.1j)	 (2.96097e-05+0j)	 (2.96097e-05+0j)	 (8.80707e-06+0j)	 (8.80707e-06+0j)
 (-29.675+0.1j)	 (2.96562e-05+0j)	 (2.96562e-05+0j)	 (9.54848e-06+0j)	 (9.54848e-06+0j)
 (-29.65+0.1j)	 (2.97027e-05+0j)	 (2.97027e-05+0j)	 (1.0291e-05+0j)	 (1.0291e-05+0j)
 (-29.625+0.1j)	 (2.97494e-05+0j)	 (2.97494e-05+0j)	 (1.10348e-05+0j)	 (1.10348e-05+0j)
 (-29.6+0.1j)	 (2.97962e-05+0j)	 (2.97962e-05+0j)	 (1.17797e-05+0j)	 (1.17797e-05+0j)
 (-29.575+0.1j)	 (2.98431e-05+0j)	 (2.98431e-05+0j)	 (1.25258e-05+0j)	 (1.25258e-05+0j)
 (-29.55+0.1j)	 (2.98901e-05+0j)	 (2.98901e-05+0j)	 (1.3273e-05+0j)	 (1.3273e-05+0j)
 (-29.525+0.1j)	 (2.99372e-05+0j)	 (2.99372e-05+0j)	 (1.40214e-05+0j)	 (1.40214e-05+0j)
 (-29.5+0.1j)	 (2.99844e-05+0j)	 (2.99844e-05+0j)	 (1.47711e-05+0j)	 (1.47711e-05+0j)
