#mu n n_h sigma_xx sigma_yy sigma_xy
0.2907268170426063 -0.20581338181698694 0.9274877691306336 -2.9290745454511138e-37 -2.9290745454511e-37 5.7735411351028486e-55
0.31077694235588993 -0.21045581481105047 0.9223257551028522 -2.9231314237372407e-37 -2.92313142373725e-37 5.7823177515085686e-55
0.3308270676691727 -0.21508054245605934 0.9171693463619874 -2.9170343639689974e-37 -2.9170343639689907e-37 5.79059466161579e-55
0.35087719298245545 -0.2196877730955804 0.9120190673505894 -2.91078579384526e-37 -2.910785793845293e-37 5.7983734287948194e-55
0.3709273182957391 -0.22427769734038216 0.9068750467530919 -2.9043875622938375e-37 -2.9043875622938317e-37 5.8056558856054196e-55
0.39097744360902276 -0.22885050310737487 0.9017369325228324 -2.89784080665004e-37 -2.897840806650008e-37 5.8124441952120964e-55
0.4110275689223055 -0.23340639885244285 0.8966039421220008 -2.8911460093120207e-37 -2.891146009312004e-37 5.8187408096382595e-55
0.4310776942355883 -0.2379456262199413 0.8914750515225935 -2.8843032586161607e-37 -2.8843032586161653e-37 5.824548337788195e-55
0.45112781954887193 -0.24246846846307002 0.8863492881452972 -2.8773126615779796e-37 -2.877312661578023e-37 5.8298693169395024e-55
0.4711779448621556 -0.24697524269364313 0.8812260236818987 -2.87017480256219e-37 -2.870174802562163e-37 5.8347061283686486e-55
0.49122807017543835 -0.25146627996581605 0.8761051976803286 -2.8628911010256383e-37 -2.8628911010256337e-37 5.839060922905397e-55
0.5112781954887211 -0.25594189986952665 0.8709873664246092 -2.85546394528108e-37 -2.8554639452810732e-37 5.84293577181182e-55
0.5313283208020048 -0.26040238030683116 0.8658735684868399 -2.847896528735619e-37 -2.8478965287356276e-37 5.846332831534232e-55
0.5513784461152884 -0.2648479418408447 0.8607650265908134 -2.840192413002293e-37 -2.8401924130022905e-37 5.849254517607411e-55
0.5714285714285712 -0.2692787416277891 0.8556627738925678 -2.8323549338750062e-37 -2.8323549338749866e-37 5.8517035891605795e-55
0.5914786967418539 -0.27369488929130825 0.8505673348079359 -2.8243866276609098e-37 -2.824386627660909e-37 5.8536829928769046e-55
0.6115288220551376 -0.27809647515625 0.8454785486872872 -2.8162888693067736e-37 -2.8162888693068187e-37 5.8551956364198536e-55
0.6315789473684212 -0.28248360365482195 0.8403956215220656 -2.808061848279508e-37 -2.808061848279533e-37 5.856243999344239e-55
0.651629072681704 -0.2868564257135946 0.8353173741737155 -2.7997049115181e-37 -2.799704911518051e-37 5.856829886964645e-55
0.6716791979949868 -0.29121515190040403 0.8302426212194068 -2.791217174735424e-37 -2.791217174735431e-37 5.8569543517180165e-55
0.6917293233082704 -0.29556005123195894 0.8251705534555784 -2.7825982129496132e-37 -2.7825982129496266e-37 5.856617871644729e-55
0.7117794486215541 -0.29989142693216553 0.8201009905461688 -2.7738486095452313e-37 -2.7738486095452413e-37 5.855820813161378e-55
0.7318295739348368 -0.3042095821905535 0.8150344366870385 -2.7649701811090824e-37 -2.764970181109087e-37 5.854563912419066e-55
0.7518796992481196 -0.30851478601104 0.8099719061223116 -2.7559658077056626e-37 -2.7559658077056505e-37 5.8528487462451224e-55
0.7719298245614032 -0.3128072463455842 0.8049145974270786 -2.746838922180308e-37 -2.7468389221803197e-37 5.850677881410972e-55
0.7919799498746869 -0.3170871061503422 0.7998635189024239 -2.7375928299987587e-37 -2.737592829998774e-37 5.848054702077421e-55
0.8120300751879697 -0.3213544548108931 0.7948191895739274 -2.7282300826419037e-37 -2.728230082641907e-37 5.8449829554916315e-55
0.8320802005012524 -0.32560935750657594 0.7897815178883133 -2.7187521031884853e-37 -2.7187521031885125e-37 5.841466096720882e-55
0.8521303258145361 -0.32985188959698686 0.7847498740462289 -2.7091591781130223e-37 -2.7091591781130202e-37 5.837506774492083e-55
0.8721804511278197 -0.33408216361519005 0.7797233347387353 -2.6994507993349393e-37 -2.6994507993349184e-37 5.833106522274818e-55
0.8922305764411025 -0.33830034602888404 0.7747009999673381 -2.6896262320904964e-37 -2.689626232090508e-37 5.828265849116669e-55
0.9122807017543852 -0.34250665210284614 0.7696822774134655 -2.679685115214217e-37 -2.6796851152142387e-37 5.8229846783523496e-55
0.9323308270676689 -0.3467013278280915 0.7646670520424697 -2.669627901339309e-37 -2.6696279013392783e-37 5.817262933588785e-55
0.9523809523809526 -0.3508846225140214 0.759655686950127 -2.659456012438595e-37 -2.659456012438583e-37 5.811101160570197e-55
0.9724310776942353 -0.3550567600463841 0.754648882528663 -2.6491716818804285e-37 -2.649171681880442e-37 5.804500875847709e-55
0.9924812030075181 -0.3592179224070895 0.749647444927092 -2.6387775596107714e-37 -2.6387775596107864e-37 5.7974645999577314e-55
1.0125313283208017 -0.3633682435259662 0.7446520458959869 -2.628276222823532e-37 -2.628276222823532e-37 5.7899955709449416e-55
1.0325814536340854 -0.3675078188894294 0.7396630541322992 -2.617669749119546e-37 -2.6176697491195516e-37 5.782097200320672e-55
1.0526315789473681 -0.37163672522306457 0.7346804716780329 -2.606959476539073e-37 -2.6069594765390532e-37 5.773772543148197e-55
1.072681704260651 -0.37575504102355617 0.7297039890164874 -2.5961460005161127e-37 -2.596146000516108e-37 5.76502388164653e-55
1.0927318295739346 -0.3798628665864858 0.7247331234345464 -2.5852293826012964e-37 -2.585229382601286e-37 5.75585257669113e-55
1.1127819548872182 -0.38396033333017776 0.7197673858707916 -2.5742094853423917e-37 -2.5742094853423833e-37 5.7462592354757774e-55
1.132832080200501 -0.3880476030473272 0.7148064301861438 -2.5630863196537823e-37 -2.5630863196538053e-37 5.7362440581388976e-55
1.1528822055137837 -0.3921248598636302 0.7098501380590166 -2.5518603055586794e-37 -2.5518603055587003e-37 5.725807302027128e-55
1.1729323308270674 -0.39619229435592573 0.7048986288687212 -2.540532384239359e-37 -2.5405323842393667e-37 5.714949682095833e-55
1.192982456140351 -0.4002500891026046 0.6999522056709341 -2.529103971271943e-37 -2.5291039712719595e-37 5.703672580913005e-55
1.2130325814536338 -0.40429840771374614 0.6950112578845229 -2.5175767884325116e-37 -2.5175767884325145e-37 5.691978074125824e-55
1.2330827067669166 -0.4083373884646295 0.6900761596605941 -2.5059526369027673e-37 -2.5059526369027886e-37 5.6798687382284705e-55
1.2531328320802002 -0.4123671467199195 0.6851471897725073 -2.4942331815801093e-37 -2.4942331815801243e-37 5.667347340302329e-55
1.2731829573934839 -0.4163877812455865 0.6802244879701286 -2.482419801042762e-37 -2.4824198010427533e-37 5.654416528803852e-55
1.2932330827067666 -0.4203993828512136 0.675308056148273 -2.470513529283403e-37 -2.4705135292834114e-37 5.641078569707947e-55
1.3132832080200494 -0.4244020446842156 0.6703977918422778 -2.4585150882229905e-37 -2.4585150882230147e-37 5.627335222749473e-55
1.333333333333333 -0.428395868651839 0.6654935392649906 -2.446424986389868e-37 -2.446424986389867e-37 5.613187767419436e-55
1.3533834586466167 -0.432380968731382 0.6605951443843113 -2.434243647047536e-37 -2.434243647047527e-37 5.598637124389258e-55
1.3734335839598995 -0.43635747168644334 0.6557024969439176 -2.421971530607045e-37 -2.4219715306070615e-37 5.583684056919984e-55
1.3934837092731822 -0.44032551334254766 0.6508155535997773 -2.4096092241452843e-37 -2.4096092241452717e-37 5.568329379716527e-55
1.4135338345864659 -0.4442852338434642 0.645934342712747 -2.3971574844798883e-37 -2.397157484479898e-37 5.5525741105851155e-55
1.4335839598997495 -0.4482367732739285 0.6410589516062186 -2.3846172358525345e-37 -2.38461723585253e-37 5.536419564384679e-55
1.4536340852130323 -0.45218026684779056 0.6361895045023398 -2.3719895325219186e-37 -2.3719895325219407e-37 5.5198673674238126e-55
1.473684210526315 -0.4561158422569638 0.6313261391290905 -2.3592755019220113e-37 -2.359275501922018e-37 5.50291939562734e-55
1.4937343358395987 -0.460043619276185 0.6264689853878367 -2.346476284986379e-37 -2.3464762849863846e-37 5.48557768333202e-55
1.5137844611528823 -0.4639637098511433 0.6216181507879063 -2.3335929860777858e-37 -2.3335929860777745e-37 5.467844318831241e-55
1.533834586466165 -0.467876219686719 0.61677371453679 -2.3206266397791877e-37 -2.320626639779178e-37 5.449721342912496e-55
1.5538847117794479 -0.47178125087409417 0.6119357276996913 -2.307578196914763e-37 -2.3075781969147464e-37 5.431210683353456e-55
1.5739348370927315 -0.47567890369463495 0.6071042181344299 -2.2944485273394192e-37 -2.2944485273394192e-37 5.4123141250523104e-55
1.5939849624060152 -0.4795692782022334 0.6022791986974347 -2.2812384344058726e-37 -2.2812384344058764e-37 5.3930333051093614e-55
1.614035087719298 -0.48345247582530115 0.5974606753538888 -2.2679486756192315e-37 -2.2679486756192374e-37 5.373369737081049e-55
1.6340852130325807 -0.48732859981780363 0.5926486537679166 -2.254579984251951e-37 -2.254579984251921e-37 5.353324852921111e-55
1.6541353383458643 -0.4911977550124791 0.587843144431891 -2.2411330879125146e-37 -2.2411330879125112e-37 5.33290004348655e-55
1.674185463659148 -0.4950600477399658 0.5830441654908276 -2.2276087220623663e-37 -2.2276087220623726e-37 5.312096695904422e-55
1.6942355889724308 -0.49891558535724934 0.5782517431840394 -2.2140076379416975e-37 -2.2140076379417004e-37 5.290916226196103e-55
1.7142857142857135 -0.5027644753336378 0.5734659111143657 -2.2003306052934947e-37 -2.200330605293484e-37 5.2693600981441915e-55
1.7343358395989972 -0.506606824706783 0.5686867088666896 -2.1865784111046344e-37 -2.1865784111046357e-37 5.247429829382762e-55
1.7543859649122808 -0.5104427398347529 0.5639141800004592 -2.172751855911878e-37 -2.172751855911872e-37 5.2251269918181986e-55
1.7744360902255636 -0.5142723259702879 0.5591483700660715 -2.1588517489677895e-37 -2.1588517489677624e-37 5.2024532065735764e-55
1.7944862155388464 -0.5180956869525466 0.5543893251824686 -2.1448789032720723e-37 -2.1448789032720727e-37 5.179410133205312e-55
1.81453634085213 -0.5219129253007617 0.5496370909999033 -2.1308341312399803e-37 -2.1308341312399724e-37 5.1559994584188075e-55
1.8345864661654137 -0.5257241423604153 0.544891711907877 -2.1167182414094345e-37 -2.116718241409442e-37 5.13222288749382e-55
1.8546365914786964 -0.5295294382959195 0.5401532306682395 -2.1025320362322074e-37 -2.1025320362322262e-37 5.108082136943333e-55
1.8746867167919792 -0.5333289121742664 0.5354216884449814 -2.0882763108451226e-37 -2.0882763108451276e-37 5.083578928134198e-55
1.8947368421052628 -0.5371226622132348 0.5306971249536205 -2.073951852666471e-37 -2.073951852666461e-37 5.0587149837178315e-55
1.9147869674185465 -0.5409107859629034 0.5259795786171408 -2.0595594415931974e-37 -2.0595594415932107e-37 5.033492026881027e-55
1.9348370927318292 -0.544693380345066 0.5212690867958012 -2.045099850550329e-37 -2.0450998505503413e-37 5.007911781592183e-55
1.954887218045112 -0.5484705417066436 0.5165656860703655 -2.0305738462039847e-37 -2.0305738462039817e-37 4.981975973119664e-55
1.9749373433583957 -0.5522423659474442 0.5118694124657076 -2.0159821897202644e-37 -2.015982189720291e-37 4.955686329333877e-55
1.9949874686716793 -0.5560089486164026 0.507180301580843 -2.0013256374841226e-37 -2.0013256374841443e-37 4.929044582718441e-55
2.015037593984962 -0.5597703849194477 0.5024983886819139 -1.9866049417154793e-37 -1.986604941715443e-37 4.902052472252064e-55
2.035087719298245 -0.5635267697060775 0.49782370879057886 -1.9718208509556388e-37 -1.9718208509555937e-37 4.874711744711356e-55
2.0551378446115285 -0.5672781974957395 0.49315629674602507 -1.9569741104326483e-37 -1.956974110432636e-37 4.84702415564354e-55
2.075187969924812 -0.5710247625201788 0.48849618722329785 -1.9420654623264597e-37 -1.942065462326444e-37 4.818991470283345e-55
2.095238095238095 -0.5747665587334232 0.48384341472746745 -1.9270956459582894e-37 -1.927095645958283e-37 4.7906154643464244e-55
2.1152882205513777 -0.5785036797870848 0.479198013589879 -1.912065397933151e-37 -1.912065397933152e-37 4.7618979245824946e-55
2.1353383458646613 -0.5822362190004764 0.4745600179740983 -1.8969754522750883e-37 -1.8969754522750896e-37 4.732840649207539e-55
2.155388471177945 -0.5859642693418048 0.46992946188263107 -1.8818265406028913e-37 -1.8818265406029084e-37 4.703445448539409e-55
2.1754385964912277 -0.5896879234102745 0.46530637915860007 -1.8666193923981448e-37 -1.866619392398148e-37 4.673714146156987e-55
2.1954887218045105 -0.593407273405911 0.4606908034825411 -1.8513547354134973e-37 -1.8513547354135013e-37 4.6436485808292946e-55
2.215538847117794 -0.5971224110910212 0.4560827683656789 -1.8360332962614692e-37 -1.8360332962615036e-37 4.6132506094115526e-55
2.235588972431078 -0.6008334277631102 0.4514823071334965 -1.8206558011979352e-37 -1.8206558011979386e-37 4.582522110854379e-55
2.2556390977443606 -0.604540414265325 0.44688945289017945 -1.8052229770713095e-37 -1.805222977071302e-37 4.551464991290143e-55
2.2756892230576433 -0.6082434610591037 0.4423042384547008 -1.7897355523368213e-37 -1.7897355523368193e-37 4.520081189793932e-55
2.295739348370927 -0.6119426583803218 0.4377266962674681 -1.7741942579422426e-37 -1.7741942579422733e-37 4.4883726838621106e-55
2.3157894736842106 -0.6156380964926547 0.4331568582783377 -1.7585998277952827e-37 -1.75859982779528e-37 4.45634149302504e-55
2.3358395989974934 -0.6193298660330782 0.4285947558429585 -1.7429529984564864e-37 -1.7429529984564887e-37 4.423989678487568e-55
2.355889724310776 -0.6230180584081011 0.42404041967018963 -1.7272545077242312e-37 -1.7272545077242426e-37 4.391319336608483e-55
2.37593984962406 -0.6267027661485236 0.41949387987193126 -1.7115050919504738e-37 -1.7115050919504552e-37 4.358332584790553e-55
2.3959899749373434 -0.6303840830781484 0.41495516615584094 -1.6957054823015203e-37 -1.695705482301524e-37 4.3250315403562894e-55
2.416040100250626 -0.6340621041252781 0.41042430815909325 -1.6798564007379616e-37 -1.6798564007379397e-37 4.2914182962936994e-55
2.436090225563909 -0.6377369246443907 0.405901335844071 -1.663958557099286e-37 -1.663958557099292e-37 4.2574949017529416e-55
2.4561403508771926 -0.6414086392542935 0.4013862797828862 -1.6480126490560416e-37 -1.6480126490560395e-37 4.223263358201733e-55
2.4761904761904763 -0.6450773404444121 0.39687917109466536 -1.6320193664245092e-37 -1.6320193664245042e-37 4.188725641599294e-55
2.496240601503759 -0.6487431174920255 0.3923800408420576 -1.6159794000816537e-37 -1.6159794000816572e-37 4.153883754176632e-55
2.516290726817042 -0.6524060564153455 0.3878889189038605 -1.599893453472584e-37 -1.599893453472583e-37 4.118739795672587e-55
2.5363408521303255 -0.65606624154137 0.38340583270551065 -1.5837622521857911e-37 -1.5837622521857905e-37 4.083296026867529e-55
2.556390977443609 -0.659723758622768 0.3789308065505738 -1.5675865458009079e-37 -1.5675865458009087e-37 4.047554887453559e-55
2.576441102756892 -0.6633786983815984 0.3744638623442877 -1.5513670979999468e-37 -1.5513670979999365e-37 4.011518938472812e-55
2.5964912280701746 -0.6670311584118549 0.37000502193203527 -1.535104666584307e-37 -1.5351046665843166e-37 3.975190734513108e-55
2.6165413533834583 -0.6706812414264449 0.3655543101055041 -1.5187999827194273e-37 -1.5187999827194281e-37 3.938572683364686e-55
2.636591478696742 -0.6743290495986856 0.3611117561964486 -1.502453743392123e-37 -1.5024537433921365e-37 3.9016669881133405e-55
2.6566416040100247 -0.6779746778427285 0.3566773922452868 -1.4860666267268597e-37 -1.4860666267268586e-37 3.8644757446638594e-55
2.6766917293233075 -0.681618211221259 0.3522512478298187 -1.4696393249320535e-37 -1.4696393249320729e-37 3.8270011684175464e-55
2.696741854636591 -0.6852597303134924 0.3478333449596559 -1.4531725724188529e-37 -1.4531725724188474e-37 3.789245797405852e-55
2.7167919799498748 -0.6888993222836732 0.34342369805284045 -1.4366671432300308e-37 -1.4366671432300362e-37 3.751212481691947e-55
2.7368421052631575 -0.6925370884452033 0.3390223208401366 -1.4201238134177405e-37 -1.4201238134177405e-37 3.712904113431207e-55
2.7568922305764403 -0.6961731391763899 0.33462923494693003 -1.4035433189688607e-37 -1.4035433189688607e-37 3.6743233124014904e-55
2.776942355889724 -0.6998075782799504 0.33024447071283525 -1.386926353434521e-37 -1.3869263534345364e-37 3.635472401985661e-55
2.7969924812030076 -0.7034404927807334 0.3258680569624691 -1.3702736148051278e-37 -1.370273614805129e-37 3.5963537654530796e-55
2.8170426065162903 -0.7070719626895683 0.321500009956666 -1.353585852832611e-37 -1.3535858528326117e-37 3.556970217288705e-55
2.837092731829573 -0.7107020823572814 0.3171403363388894 -1.3368638567106795e-37 -1.3368638567106676e-37 3.5173249090792644e-55
2.8571428571428568 -0.7143309653390659 0.3127890488742913 -1.3201083932001224e-37 -1.3201083932001312e-37 3.477420831027653e-55
2.8771929824561404 -0.7179587219582879 0.3084461736099887 -1.303320179120849e-37 -1.3033201791208528e-37 3.437260585429684e-55
2.897243107769423 -0.721585440464855 0.3041117354542339 -1.28649993269108e-37 -1.2864999326910806e-37 3.396846815524326e-55
2.917293233082706 -0.7252112044756638 0.2997857429645376 -1.2696484270032323e-37 -1.269648427003241e-37 3.3561826587246e-55
2.9373433583959896 -0.7288361213615382 0.2954681989845159 -1.2527664563171e-37 -1.2527664563170908e-37 3.3152714525790436e-55
2.9573934837092732 -0.7324603097778024 0.2911591202708377 -1.2358547727483595e-37 -1.235854772748356e-37 3.2741161798430505e-55
2.977443609022556 -0.7360838658970632 0.2868585287844352 -1.218914110752176e-37 -1.218914110752179e-37 3.2327196934680616e-55
2.9974937343358388 -0.7397068761212611 0.28256643020391936 -1.2019452513518637e-37 -1.2019452513518746e-37 3.1910852991700836e-55
3.0175438596491224 -0.7433294530700116 0.27828282444149055 -1.1849489949060763e-37 -1.1849489949060794e-37 3.1492164948942498e-55
3.037593984962406 -0.7469517150041523 0.27400772570458615 -1.1679261048624227e-37 -1.1679261048624344e-37 3.1071164451562226e-55
3.057644110275689 -0.7505737542451467 0.269741145868731 -1.1508773492593503e-37 -1.150877349259366e-37 3.0647883883032293e-55
3.0776942355889716 -0.7541956721394178 0.2654830812747867 -1.1338035367849874e-37 -1.1338035367849906e-37 3.0222359794230135e-55
3.0977443609022552 -0.757817592490412 0.26123353539370425 -1.1167054623143485e-37 -1.1167054623143562e-37 2.9794627439046388e-55
3.117794486215539 -0.7614396178488172 0.2569925169231134 -1.0995839083859969e-37 -1.0995839083859927e-37 2.936472105868944e-55
3.1378446115288217 -0.765061849982025 0.25276002012992876 -1.0824396914513507e-37 -1.0824396914513505e-37 2.893267859537712e-55
3.1578947368421044 -0.7686844141120186 0.2485360427165349 -1.0652736242067043e-37 -1.0652736242067139e-37 2.849853765047671e-55
3.177944862155388 -0.7723074160602319 0.24432058605623055 -1.04808651239278e-37 -1.0480865123927805e-37 2.8062335280820795e-55
3.1979949874686717 -0.7759309664900829 0.24011363953941717 -1.0308791885087858e-37 -1.0308791885087848e-37 2.7624111600773335e-55
3.2180451127819545 -0.7795551908778353 0.23591519752743154 -1.0136524787955706e-37 -1.0136524787955798e-37 2.7183906074049253e-55
3.2380952380952372 -0.7831801960985827 0.23172525122586926 -9.964072170012536e-38 -9.964072170012442e-38 2.674175918359852e-55
3.258145363408521 -0.7868061069499199 0.2275437856461712 -9.791442520641261e-38 -9.791442520641218e-38 2.6297713198936662e-55
3.2781954887218046 -0.7904330420992203 0.2233707892447093 -9.618644296399557e-38 -9.61864429639951e-38 2.5851810074704732e-55
3.2982456140350873 -0.7940611210360435 0.21920624240751865 -9.445686125108353e-38 -9.445686125108393e-38 2.54040938784399e-55
3.31829573934837 -0.7976904716134212 0.21505012686236824 -9.272576652044842e-38 -9.272576652044789e-38 2.495460887874782e-55
3.3383458646616537 -0.8013212140572021 0.2109024189830368 -9.099324642620336e-38 -9.099324642620371e-38 2.4503400874163237e-55
3.3583959899749374 -0.8049534804776917 0.20676309346909202 -8.925938933467861e-38 -8.925938933467861e-38 2.4050516505915216e-55
3.37844611528822 -0.8085873955349028 0.20263212116601184 -8.75242845911188e-38 -8.752428459111935e-38 2.3596003656210076e-55
3.398496240601503 -0.8122230941874744 0.19850946993210208 -8.578802246702918e-38 -8.578802246702897e-38 2.3139911320959632e-55
3.4185463659147866 -0.8158607065738008 0.19439510372473404 -8.405069425038541e-38 -8.405069425038622e-38 2.2682289766273736e-55
3.43859649122807 -0.819500370504201 0.19028898316112644 -8.231239222042062e-38 -8.231239222042023e-38 2.2223190450783567e-55
3.458646616541353 -0.8231422222786176 0.1861910643436117 -8.05732097901848e-38 -8.057320979018492e-38 2.176266624062023e-55
3.4786967418546357 -0.8267864025640725 0.18210129974584724 -7.883324142332963e-38 -7.883324142333028e-38 2.1300771261701137e-55
3.4987468671679194 -0.8304330543784675 0.17801963684478192 -7.709258281487174e-38 -7.709258281487189e-38 2.083756115747604e-55
3.518796992481203 -0.8340823220920301 0.17394601876781482 -7.535133082844048e-38 -7.535133082844039e-38 2.037309297926666e-55
3.538847117794486 -0.8377343545471099 0.16988038348588197 -7.360958361582647e-38 -7.360958361582639e-38 1.990742534460952e-55
3.5588972431077686 -0.8413893021840511 0.16582266363774892 -7.186744065164499e-38 -7.186744065164535e-38 1.944061847541604e-55
3.578947368421052 -0.8450473185764533 0.16177278634916015 -7.01250027789538e-38 -7.012500277895358e-38 1.8972734241970825e-55
3.598997493734336 -0.8487085608946205 0.15773067273075297 -6.838237228800431e-38 -6.838237228800448e-38 1.850383626180156e-55
3.6190476190476186 -0.8523731891288042 0.15369623757936102 -6.663965297345593e-38 -6.66396529734562e-38 1.8033989962263553e-55
3.6390977443609014 -0.8560413665668216 0.1496693890287479 -6.489695020081313e-38 -6.489695020081339e-38 1.7563262653116964e-55
3.659147869674185 -0.8597132601768933 0.14565002811777503 -6.31543709830008e-38 -6.31543709830004e-38 1.7091723613235746e-55
3.6791979949874687 -0.8633890405964428 0.14163804836343208 -6.141202405904288e-38 -6.141202405904311e-38 1.6619444176708924e-55
3.6992481203007515 -0.8670688822348496 0.13763333531960228 -5.967001997811136e-38 -5.967001997811103e-38 1.6146497822185269e-55
3.719298245614034 -0.8707529634913203 0.13363576610405292 -5.792847119132582e-38 -5.792847119132591e-38 1.56729602686404e-55
3.739348370927318 -0.8744414669607883 0.12964520889979295 -5.618749215182004e-38 -5.61874921518197e-38 1.5198909576924677e-55
3.7593984962406015 -0.8781345796225393 0.12566152243542336 -5.444719942417498e-38 -5.444719942417485e-38 1.472442625694e-55
3.7794486215538843 -0.8818324930377281 0.12168455544633539 -5.270771180508474e-38 -5.270771180508478e-38 1.4249593380994118e-55
3.799498746867167 -0.885535403563201 0.11771414612035669 -5.096915045755942e-38 -5.096915045755983e-38 1.3774496703901422e-55
3.8195488721804507 -0.8892435125798197 0.11375012153413461 -4.923163906154338e-38 -4.923163906154262e-38 1.3299224790358992e-55
3.8395989974937343 -0.8929570267344396 0.10979229709033764 -4.749530398471412e-38 -4.74953039847141e-38 1.2823869150143203e-55
3.859649122807017 -0.8966761581957949 0.10584047597001832 -4.576027447837993e-38 -4.5760274478380287e-38 1.2348524381758493e-55
3.8796992481203 -0.9004011249253028 0.10189444862154438 -4.4026682905045136e-38 -4.402668290504561e-38 1.1873288325229949e-55
3.8997493734335835 -0.9041321509645539 0.09795399231674333 -4.2294665006482476e-38 -4.229466500648315e-38 1.1398262224842682e-55
3.919799498746867 -0.9078694667422627 0.09401887081902942 -4.056436022436597e-38 -4.0564360224365665e-38 1.0923550902721693e-55
3.93984962406015 -0.9116133094009273 0.0900888342283097 -3.883591209011897e-38 -3.8835912090118683e-38 1.0449262944305973e-55
3.9598997493734327 -0.9153639231412998 0.08616361909710894 -3.710946870731687e-38 -3.710946870731677e-38 9.975510896963091e-56
3.9799498746867163 -0.9191215595915485 0.08224294895663717 -3.5385183359837435e-38 -3.538518335983737e-38 9.502411483263708e-56
4.0 -0.9228864782027351 0.07832653545796588 -3.3663215293681085e-38 -3.3663215293680897e-38 9.030085830836205e-56
