w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (2.90528e-05+0j)	 (2.90528e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (2.90979e-05+0j)	 (2.90979e-05+0j)	 (7.27448e-07+0j)	 (7.27448e-07+0j)
 (-29.95+0.1j)	 (2.91431e-05+0j)	 (2.91431e-05+0j)	 (1.45603e-06+0j)	 (1.45603e-06+0j)
 (-29.925+0.1j)	 (2.91884e-05+0j)	 (2.91884e-05+0j)	 (2.18574e-06+0j)	 (2.18574e-06+0j)
 (-29.9+0.1j)	 (2.92339e-05+0j)	 (2.92339e-05+0j)	 (2.91658e-06+0j)	 (2.91658e-06+0j)
 (-29.875+0.1j)	 (2.92794e-05+0j)	 (2.92794e-05+0j)	 (3.64857e-06+0j)	 (3.64857e-06+0j)
 (-29.85+0.1j)	 (2.9325e-05+0j)	 (2.9325e-05+0j)	 (4.38169e-06+0j)	 (4.38169e-06+0j)
 (-29.825+0.1j)	 (2.93708e-05+0j)	 (2.93708e-05+0j)	 (5.11596e-06+0j)	 (5.11596e-06+0j)
 (-29.8+0.1j)	 (2.94166e-05+0j)	 (2.94166e-05+0j)	 (5.85138e-06+0j)	 (5.85138e-06+0j)
 (-29.775+0.1j)	 (2.94626e-05+0j)	 (2.94626e-05+0j)	 (6.58794e-06+0j)	 (6.58794e-06+0j)
 (-29.75+0.1j)	 (2.95087e-05+0j)	 (2.95087e-05+0j)	 (7.32566e-06+0j)	 (7.32566e-06+0j)
 (-29.725+0.1j)	 (2.95548e-05+0j)	 (2.95548e-05+0j)	 (8.06453e-06+0j)	 (8.06453e-06+0j)
 (-29.7+0.1j)	 (2.96011e-05+0j)	 (2.96011e-05+0j)	 (8.80456e-06+0j)	 (8.80456e-06+0j)
 (-29.675+0.1j)	 (2.96475e-05+0j)	 (2.96475e-05+0j)	 (9.54575e-06+0j)	 (9.54575e-06+0j)
 (-29.65+0.1j)	 (2.96941e-05+0j)	 (2.96941e-05+0j)	 (1.02881e-05+0j)	 (1.02881e-05+0j)
 (-29.625+0.1j)	 (2.97407e-05+0j)	 (2.97407e-05+0j)	 (1.10316e-05+0j)	 (1.10316e-05+0j)
 (-29.6+0.1j)	 (2.97874e-05+0j)	 (2.97874e-05+0j)	 (1.17763e-05+0j)	 (1.17763e-05+0j)
 (-29.575+0.1j)	 (2.98343e-05+0j)	 (2.98343e-05+0j)	 (1.25222e-05+0j)	 (1.25222e-05+0j)
 (-29.55+0.1j)	 (2.98812e-05+0j)	 (2.98812e-05+0j)	 (1.32692e-05+0j)	 (1.32692e-05+0j)
 (-29.525+0.1j)	 (2.99283e-05+0j)	 (2.99283e-05+0j)	 (1.40174e-05+0j)	 (1.40174e-05+0j)
 (-29.5+0.1j)	 (2.99755e-05+0j)	 (2.99755e-05+0j)	 (1.47668e-05+0j)	 (1.47668e-05+0j)
 (-29.475+0.1j)	 (3.00228e-05+0j)	 (3.00228e-05+0j)	 (1.55174e-05+0j)	 (1.55174e-05+0j)
 (-29.45+0.1j)	 (3.00702e-05+0j)	 (3.00702e-05+0j)	 (1.62691e-05+0j)	 (1.62691e-05+0j)
