w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-40+0.05j)	 (1.00098e-05+0j)	 (1.00098e-05+0j)	 (0+0j)	 (0+0j)
 (-39.9875+0.05j)	 (1.00162e-05+0j)	 (1.00162e-05+0j)	 (1.25202e-07+0j)	 (1.25202e-07+0j)
 (-39.975+0.05j)	 (1.00225e-05+0j)	 (1.00225e-05+0j)	 (2.50483e-07+0j)	 (2.50483e-07+0j)
 (-39.9625+0.05j)	 (1.00288e-05+0j)	 (1.00288e-05+0j)	 (3.75843e-07+0j)	 (3.75843e-07+0j)
 (-39.95+0.05j)	 (1.00351e-05+0j)	 (1.00351e-05+0j)	 (5.01281e-07+0j)	 (5.01281e-07+0j)
 (-39.9375+0.05j)	 (1.00414e-05+0j)	 (1.00414e-05+0j)	 (6.26799e-07+0j)	 (6.26799e-07+0j)
 (-39.925+0.05j)	 (1.00478e-05+0j)	 (1.00478e-05+0j)	 (7.52397e-07+0j)	 (7.52397e-07+0j)
 (-39.9125+0.05j)	 (1.00541e-05+0j)	 (1.00541e-05+0j)	 (8.78073e-07+0j)	 (8.78073e-07+0j)
 (-39.9+0.05j)	 (1.00605e-05+0j)	 (1.00605e-05+0j)	 (1.00383e-06+0j)	 (1.00383e-06+0j)
 (-39.8875+0.05j)	 (1.00668e-05+0j)	 (1.00668e-05+0j)	 (1.12966e-06+0j)	 (1.12966e-06+0j)
 (-39.875+0.05j)	 (1.00732e-05+0j)	 (1.00732e-05+0j)	 (1.25558e-06+0j)	 (1.25558e-06+0j)
 (-39.8625+0.05j)	 (1.00796e-05+0j)	 (1.00796e-05+0j)	 (1.38157e-06+0j)	 (1.38157e-06+0j)
 (-39.85+0.05j)	 (1.00859e-05+0j)	 (1.00859e-05+0j)	 (1.50765e-06+0j)	 (1.50765e-06+0j)
 (-39.8375+0.05j)	 (1.00923e-05+0j)	 (1.00923e-05+0j)	 (1.6338e-06+0j)	 (1.6338e-06+0j)
 (-39.825+0.05j)	 (1.00987e-05+0j)	 (1.00987e-05+0j)	 (1.76004e-06+0j)	 (1.76004e-06+0j)
 (-39.8125+0.05j)	 (1.01051e-05+0j)	 (1.01051e-05+0j)	 (1.88635e-06+0j)	 (1.88635e-06+0j)
 (-39.8+0.05j)	 (1.01115e-05+0j)	 (1.01115e-05+0j)	 (2.01274e-06+0j)	 (2.01274e-06+0j)
 (-39.7875+0.05j)	 (1.01179e-05+0j)	 (1.01179e-05+0j)	 (2.13922e-06+0j)	 (2.13922e-06+0j)
 (-39.775+0.05j)	 (1.01243e-05+0j)	 (1.01243e-05+0j)	 (2.26577e-06+0j)	 (2.26577e-06+0j)
 (-39.7625+0.05j)	 (1.01307e-05+0j)	 (1.01307e-05+0j)	 (2.3924e-06+0j)	 (2.3924e-06+0j)
 (-39.75+0.05j)	 (1.01371e-05+0j)	 (1.01371e-05+0j)	 (2.51912e-06+0j)	 (2.51912e-06+0j)
 (-39.7375+0.05j)	 (1.01436e-05+0j)	 (1.01436e-05+0j)	 (2.64591e-06+0j)	 (2.64591e-06+0j)
 (-39.725+0.05j)	 (1.015e-05+0j)	 (1.015e-05+0j)	 (2.77279e-06+0j)	 (2.77279e-06+0j)
 (-39.7125+0.05j)	 (1.01564e-05+0j)	 (1.01564e-05+0j)	 (2.89974e-06+0j)	 (2.89974e-06+0j)
 (-39.7+0.05j)	 (1.01629e-05+0j)	 (1.01629e-05+0j)	 (3.02678e-06+0j)	 (3.02678e-06+0j)
 (-39.6875+0.05j)	 (1.01693e-05+0j)	 (1.01693e-05+0j)	 (3.1539e-06+0j)	 (3.1539e-06+0j)
 (-39.675+0.05j)	 (1.01758e-05+0j)	 (1.01758e-05+0j)	 (3.28109e-06+0j)	 (3.28109e-06+0j)
 (-39.6625+0.05j)	 (1.01823e-05+0j)	 (1.01823e-05+0j)	 (3.40837e-06+0j)	 (3.40837e-06+0j)
 (-39.65+0.05j)	 (1.01887e-05+0j)	 (1.01887e-05+0j)	 (3.53573e-06+0j)	 (3.53573e-06+0j)
 (-39.6375+0.05j)	 (1.01952e-05+0j)	 (1.01952e-05+0j)	 (3.66317e-06+0j)	 (3.66317e-06+0j)
 (-39.625+0.05j)	 (1.02017e-05+0j)	 (1.02017e-05+0j)	 (3.79069e-06+0j)	 (3.79069e-06+0j)
 (-39.6125+0.05j)	 (1.02082e-05+0j)	 (1.02082e-05+0j)	 (3.91829e-06+0j)	 (3.91829e-06+0j)
 (-39.6+0.05j)	 (1.02147e-05+0j)	 (1.02147e-05+0j)	 (4.04598e-06+0j)	 (4.04598e-06+0j)
 (-39.5875+0.05j)	 (1.02212e-05+0j)	 (1.02212e-05+0j)	 (4.17374e-06+0j)	 (4.17374e-06+0j)
 (-39.575+0.05j)	 (1.02277e-05+0j)	 (1.02277e-05+0j)	 (4.30159e-06+0j)	 (4.30159e-06+0j)
 (-39.5625+0.05j)	 (1.02342e-05+0j)	 (1.02342e-05+0j)	 (4.42952e-06+0j)	 (4.42952e-06+0j)
 (-39.55+0.05j)	 (1.02407e-05+0j)	 (1.02407e-05+0j)	 (4.55753e-06+0j)	 (4.55753e-06+0j)
 (-39.5375+0.05j)	 (1.02473e-05+0j)	 (1.02473e-05+0j)	 (4.68562e-06+0j)	 (4.68562e-06+0j)
 (-39.525+0.05j)	 (1.02538e-05+0j)	 (1.02538e-05+0j)	 (4.81379e-06+0j)	 (4.81379e-06+0j)
 (-39.5125+0.05j)	 (1.02603e-05+0j)	 (1.02603e-05+0j)	 (4.94204e-06+0j)	 (4.94204e-06+0j)
 (-39.5+0.05j)	 (1.02669e-05+0j)	 (1.02669e-05+0j)	 (5.07038e-06+0j)	 (5.07038e-06+0j)
 (-39.4875+0.05j)	 (1.02734e-05+0j)	 (1.02734e-05+0j)	 (5.1988e-06+0j)	 (5.1988e-06+0j)
 (-39.475+0.05j)	 (1.028e-05+0j)	 (1.028e-05+0j)	 (5.3273e-06+0j)	 (5.3273e-06+0j)
 (-39.4625+0.05j)	 (1.02866e-05+0j)	 (1.02866e-05+0j)	 (5.45588e-06+0j)	 (5.45588e-06+0j)
 (-39.45+0.05j)	 (1.02931e-05+0j)	 (1.02931e-05+0j)	 (5.58454e-06+0j)	 (5.58454e-06+0j)
 (-39.4375+0.05j)	 (1.02997e-05+0j)	 (1.02997e-05+0j)	 (5.71329e-06+0j)	 (5.71329e-06+0j)
 (-39.425+0.05j)	 (1.03063e-05+0j)	 (1.03063e-05+0j)	 (5.84212e-06+0j)	 (5.84212e-06+0j)
 (-39.4125+0.05j)	 (1.03129e-05+0j)	 (1.03129e-05+0j)	 (5.97103e-06+0j)	 (5.97103e-06+0j)
 (-39.4+0.05j)	 (1.03195e-05+0j)	 (1.03195e-05+0j)	 (6.10002e-06+0j)	 (6.10002e-06+0j)
 (-39.3875+0.05j)	 (1.03261e-05+0j)	 (1.03261e-05+0j)	 (6.2291e-06+0j)	 (6.2291e-06+0j)
