w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (3.36841e-05+0j)	 (3.36841e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (3.37394e-05+0j)	 (3.37394e-05+0j)	 (8.43485e-07+0j)	 (8.43485e-07+0j)
 (-29.95+0.1j)	 (3.37948e-05+0j)	 (3.37948e-05+0j)	 (1.68836e-06+0j)	 (1.68836e-06+0j)
 (-29.925+0.1j)	 (3.38504e-05+0j)	 (3.38504e-05+0j)	 (2.53462e-06+0j)	 (2.53462e-06+0j)
 (-29.9+0.1j)	 (3.39061e-05+0j)	 (3.39061e-05+0j)	 (3.38227e-06+0j)	 (3.38227e-06+0j)
 (-29.875+0.1j)	 (3.3962e-05+0j)	 (3.3962e-05+0j)	 (4.23132e-06+0j)	 (4.23132e-06+0j)
 (-29.85+0.1j)	 (3.4018e-05+0j)	 (3.4018e-05+0j)	 (5.08177e-06+0j)	 (5.08177e-06+0j)
 (-29.825+0.1j)	 (3.40741e-05+0j)	 (3.40741e-05+0j)	 (5.93362e-06+0j)	 (5.93362e-06+0j)
 (-29.8+0.1j)	 (3.41304e-05+0j)	 (3.41304e-05+0j)	 (6.78688e-06+0j)	 (6.78688e-06+0j)
 (-29.775+0.1j)	 (3.41868e-05+0j)	 (3.41868e-05+0j)	 (7.64155e-06+0j)	 (7.64155e-06+0j)
 (-29.75+0.1j)	 (3.42434e-05+0j)	 (3.42434e-05+0j)	 (8.49764e-06+0j)	 (8.49764e-06+0j)
 (-29.725+0.1j)	 (3.43001e-05+0j)	 (3.43001e-05+0j)	 (9.35514e-06+0j)	 (9.35514e-06+0j)
 (-29.7+0.1j)	 (3.43569e-05+0j)	 (3.43569e-05+0j)	 (1.02141e-05+0j)	 (1.02141e-05+0j)
 (-29.675+0.1j)	 (3.44139e-05+0j)	 (3.44139e-05+0j)	 (1.10744e-05+0j)	 (1.10744e-05+0j)
 (-29.65+0.1j)	 (3.4471e-05+0j)	 (3.4471e-05+0j)	 (1.19362e-05+0j)	 (1.19362e-05+0j)
 (-29.625+0.1j)	 (3.45283e-05+0j)	 (3.45283e-05+0j)	 (1.27994e-05+0j)	 (1.27994e-05+0j)
 (-29.6+0.1j)	 (3.45857e-05+0j)	 (3.45857e-05+0j)	 (1.3664e-05+0j)	 (1.3664e-05+0j)
 (-29.575+0.1j)	 (3.46432e-05+0j)	 (3.46432e-05+0j)	 (1.45301e-05+0j)	 (1.45301e-05+0j)
 (-29.55+0.1j)	 (3.47009e-05+0j)	 (3.47009e-05+0j)	 (1.53976e-05+0j)	 (1.53976e-05+0j)
 (-29.525+0.1j)	 (3.47588e-05+0j)	 (3.47588e-05+0j)	 (1.62666e-05+0j)	 (1.62666e-05+0j)
 (-29.5+0.1j)	 (3.48168e-05+0j)	 (3.48168e-05+0j)	 (1.7137e-05+0j)	 (1.7137e-05+0j)
 (-29.475+0.1j)	 (3.48749e-05+0j)	 (3.48749e-05+0j)	 (1.80089e-05+0j)	 (1.80089e-05+0j)
 (-29.45+0.1j)	 (3.49332e-05+0j)	 (3.49332e-05+0j)	 (1.88822e-05+0j)	 (1.88822e-05+0j)
 (-29.425+0.1j)	 (3.49916e-05+0j)	 (3.49916e-05+0j)	 (1.9757e-05+0j)	 (1.9757e-05+0j)
 (-29.4+0.1j)	 (3.50502e-05+0j)	 (3.50502e-05+0j)	 (2.06333e-05+0j)	 (2.06333e-05+0j)
 (-29.375+0.1j)	 (3.51089e-05+0j)	 (3.51089e-05+0j)	 (2.1511e-05+0j)	 (2.1511e-05+0j)
 (-29.35+0.1j)	 (3.51678e-05+0j)	 (3.51678e-05+0j)	 (2.23902e-05+0j)	 (2.23902e-05+0j)
 (-29.325+0.1j)	 (3.52268e-05+0j)	 (3.52268e-05+0j)	 (2.32709e-05+0j)	 (2.32709e-05+0j)
 (-29.3+0.1j)	 (3.52859e-05+0j)	 (3.52859e-05+0j)	 (2.4153e-05+0j)	 (2.4153e-05+0j)
 (-29.275+0.1j)	 (3.53453e-05+0j)	 (3.53453e-05+0j)	 (2.50366e-05+0j)	 (2.50366e-05+0j)
 (-29.25+0.1j)	 (3.54047e-05+0j)	 (3.54047e-05+0j)	 (2.59218e-05+0j)	 (2.59218e-05+0j)
 (-29.225+0.1j)	 (3.54644e-05+0j)	 (3.54644e-05+0j)	 (2.68084e-05+0j)	 (2.68084e-05+0j)
 (-29.2+0.1j)	 (3.55241e-05+0j)	 (3.55241e-05+0j)	 (2.76965e-05+0j)	 (2.76965e-05+0j)
 (-29.175+0.1j)	 (3.55841e-05+0j)	 (3.55841e-05+0j)	 (2.85861e-05+0j)	 (2.85861e-05+0j)
 (-29.15+0.1j)	 (3.56441e-05+0j)	 (3.56441e-05+0j)	 (2.94772e-05+0j)	 (2.94772e-05+0j)
 (-29.125+0.1j)	 (3.57044e-05+0j)	 (3.57044e-05+0j)	 (3.03698e-05+0j)	 (3.03698e-05+0j)
 (-29.1+0.1j)	 (3.57647e-05+0j)	 (3.57647e-05+0j)	 (3.12639e-05+0j)	 (3.12639e-05+0j)
 (-29.075+0.1j)	 (3.58253e-05+0j)	 (3.58253e-05+0j)	 (3.21595e-05+0j)	 (3.21595e-05+0j)
 (-29.05+0.1j)	 (3.5886e-05+0j)	 (3.5886e-05+0j)	 (3.30567e-05+0j)	 (3.30567e-05+0j)
 (-29.025+0.1j)	 (3.59468e-05+0j)	 (3.59468e-05+0j)	 (3.39554e-05+0j)	 (3.39554e-05+0j)
 (-29+0.1j)	 (3.60078e-05+0j)	 (3.60078e-05+0j)	 (3.48555e-05+0j)	 (3.48555e-05+0j)
 (-28.975+0.1j)	 (3.6069e-05+0j)	 (3.6069e-05+0j)	 (3.57573e-05+0j)	 (3.57573e-05+0j)
 (-28.95+0.1j)	 (3.61303e-05+0j)	 (3.61303e-05+0j)	 (3.66605e-05+0j)	 (3.66605e-05+0j)
 (-28.925+0.1j)	 (3.61918e-05+0j)	 (3.61918e-05+0j)	 (3.75653e-05+0j)	 (3.75653e-05+0j)
 (-28.9+0.1j)	 (3.62534e-05+0j)	 (3.62534e-05+0j)	 (3.84717e-05+0j)	 (3.84717e-05+0j)
 (-28.875+0.1j)	 (3.63152e-05+0j)	 (3.63152e-05+0j)	 (3.93795e-05+0j)	 (3.93795e-05+0j)
 (-28.85+0.1j)	 (3.63772e-05+0j)	 (3.63772e-05+0j)	 (4.0289e-05+0j)	 (4.0289e-05+0j)
 (-28.825+0.1j)	 (3.64393e-05+0j)	 (3.64393e-05+0j)	 (4.12e-05+0j)	 (4.12e-05+0j)
 (-28.8+0.1j)	 (3.65015e-05+0j)	 (3.65015e-05+0j)	 (4.21125e-05+0j)	 (4.21125e-05+0j)
 (-28.775+0.1j)	 (3.6564e-05+0j)	 (3.6564e-05+0j)	 (4.30266e-05+0j)	 (4.30266e-05+0j)
 (-28.75+0.1j)	 (3.66266e-05+0j)	 (3.66266e-05+0j)	 (4.39423e-05+0j)	 (4.39423e-05+0j)
 (-28.725+0.1j)	 (3.66893e-05+0j)	 (3.66893e-05+0j)	 (4.48595e-05+0j)	 (4.48595e-05+0j)
 (-28.7+0.1j)	 (3.67522e-05+0j)	 (3.67522e-05+0j)	 (4.57783e-05+0j)	 (4.57783e-05+0j)
 (-28.675+0.1j)	 (3.68153e-05+0j)	 (3.68153e-05+0j)	 (4.66987e-05+0j)	 (4.66987e-05+0j)
 (-28.65+0.1j)	 (3.68785e-05+0j)	 (3.68785e-05+0j)	 (4.76206e-05+0j)	 (4.76206e-05+0j)
 (-28.625+0.1j)	 (3.6942e-05+0j)	 (3.6942e-05+0j)	 (4.85442e-05+0j)	 (4.85442e-05+0j)
 (-28.6+0.1j)	 (3.70055e-05+0j)	 (3.70055e-05+0j)	 (4.94693e-05+0j)	 (4.94693e-05+0j)
 (-28.575+0.1j)	 (3.70693e-05+0j)	 (3.70693e-05+0j)	 (5.03961e-05+0j)	 (5.03961e-05+0j)
 (-28.55+0.1j)	 (3.71332e-05+0j)	 (3.71332e-05+0j)	 (5.13244e-05+0j)	 (5.13244e-05+0j)
 (-28.525+0.1j)	 (3.71972e-05+0j)	 (3.71972e-05+0j)	 (5.22543e-05+0j)	 (5.22543e-05+0j)
 (-28.5+0.1j)	 (3.72615e-05+0j)	 (3.72615e-05+0j)	 (5.31859e-05+0j)	 (5.31859e-05+0j)
 (-28.475+0.1j)	 (3.73259e-05+0j)	 (3.73259e-05+0j)	 (5.4119e-05+0j)	 (5.4119e-05+0j)
 (-28.45+0.1j)	 (3.73904e-05+0j)	 (3.73904e-05+0j)	 (5.50538e-05+0j)	 (5.50538e-05+0j)
 (-28.425+0.1j)	 (3.74552e-05+0j)	 (3.74552e-05+0j)	 (5.59901e-05+0j)	 (5.59901e-05+0j)
 (-28.4+0.1j)	 (3.75201e-05+0j)	 (3.75201e-05+0j)	 (5.69281e-05+0j)	 (5.69281e-05+0j)
 (-28.375+0.1j)	 (3.75852e-05+0j)	 (3.75852e-05+0j)	 (5.78678e-05+0j)	 (5.78678e-05+0j)
 (-28.35+0.1j)	 (3.76504e-05+0j)	 (3.76504e-05+0j)	 (5.8809e-05+0j)	 (5.8809e-05+0j)
 (-28.325+0.1j)	 (3.77158e-05+0j)	 (3.77158e-05+0j)	 (5.97519e-05+0j)	 (5.97519e-05+0j)
 (-28.3+0.1j)	 (3.77814e-05+0j)	 (3.77814e-05+0j)	 (6.06965e-05+0j)	 (6.06965e-05+0j)
 (-28.275+0.1j)	 (3.78472e-05+0j)	 (3.78472e-05+0j)	 (6.16426e-05+0j)	 (6.16426e-05+0j)
 (-28.25+0.1j)	 (3.79131e-05+0j)	 (3.79131e-05+0j)	 (6.25905e-05+0j)	 (6.25905e-05+0j)
 (-28.225+0.1j)	 (3.79792e-05+0j)	 (3.79792e-05+0j)	 (6.35399e-05+0j)	 (6.35399e-05+0j)
 (-28.2+0.1j)	 (3.80455e-05+0j)	 (3.80455e-05+0j)	 (6.44911e-05+0j)	 (6.44911e-05+0j)
 (-28.175+0.1j)	 (3.8112e-05+0j)	 (3.8112e-05+0j)	 (6.54439e-05+0j)	 (6.54439e-05+0j)
 (-28.15+0.1j)	 (3.81786e-05+0j)	 (3.81786e-05+0j)	 (6.63984e-05+0j)	 (6.63984e-05+0j)
 (-28.125+0.1j)	 (3.82454e-05+0j)	 (3.82454e-05+0j)	 (6.73545e-05+0j)	 (6.73545e-05+0j)
 (-28.1+0.1j)	 (3.83124e-05+0j)	 (3.83124e-05+0j)	 (6.83123e-05+0j)	 (6.83123e-05+0j)
 (-28.075+0.1j)	 (3.83796e-05+0j)	 (3.83796e-05+0j)	 (6.92718e-05+0j)	 (6.92718e-05+0j)
 (-28.05+0.1j)	 (3.84469e-05+0j)	 (3.84469e-05+0j)	 (7.0233e-05+0j)	 (7.0233e-05+0j)
 (-28.025+0.1j)	 (3.85144e-05+0j)	 (3.85144e-05+0j)	 (7.11958e-05+0j)	 (7.11958e-05+0j)
