w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-40+0.05j)	 (9.91085e-06+0j)	 (9.91085e-06+0j)	 (0+0j)	 (0+0j)
 (-39.9875+0.05j)	 (9.91707e-06+0j)	 (9.91707e-06+0j)	 (1.23963e-07+0j)	 (1.23963e-07+0j)
 (-39.975+0.05j)	 (9.92329e-06+0j)	 (9.92329e-06+0j)	 (2.48004e-07+0j)	 (2.48004e-07+0j)
 (-39.9625+0.05j)	 (9.92951e-06+0j)	 (9.92951e-06+0j)	 (3.72123e-07+0j)	 (3.72123e-07+0j)
 (-39.95+0.05j)	 (9.93575e-06+0j)	 (9.93575e-06+0j)	 (4.9632e-07+0j)	 (4.9632e-07+0j)
 (-39.9375+0.05j)	 (9.94198e-06+0j)	 (9.94198e-06+0j)	 (6.20595e-07+0j)	 (6.20595e-07+0j)
 (-39.925+0.05j)	 (9.94823e-06+0j)	 (9.94823e-06+0j)	 (7.44948e-07+0j)	 (7.44948e-07+0j)
 (-39.9125+0.05j)	 (9.95448e-06+0j)	 (9.95448e-06+0j)	 (8.69379e-07+0j)	 (8.69379e-07+0j)
 (-39.9+0.05j)	 (9.96073e-06+0j)	 (9.96073e-06+0j)	 (9.93888e-07+0j)	 (9.93888e-07+0j)
 (-39.8875+0.05j)	 (9.96699e-06+0j)	 (9.96699e-06+0j)	 (1.11848e-06+0j)	 (1.11848e-06+0j)
 (-39.875+0.05j)	 (9.97326e-06+0j)	 (9.97326e-06+0j)	 (1.24314e-06+0j)	 (1.24314e-06+0j)
 (-39.8625+0.05j)	 (9.97953e-06+0j)	 (9.97953e-06+0j)	 (1.36789e-06+0j)	 (1.36789e-06+0j)
 (-39.85+0.05j)	 (9.98581e-06+0j)	 (9.98581e-06+0j)	 (1.49271e-06+0j)	 (1.49271e-06+0j)
 (-39.8375+0.05j)	 (9.9921e-06+0j)	 (9.9921e-06+0j)	 (1.61761e-06+0j)	 (1.61761e-06+0j)
 (-39.825+0.05j)	 (9.99839e-06+0j)	 (9.99839e-06+0j)	 (1.74259e-06+0j)	 (1.74259e-06+0j)
 (-39.8125+0.05j)	 (1.00047e-05+0j)	 (1.00047e-05+0j)	 (1.86765e-06+0j)	 (1.86765e-06+0j)
 (-39.8+0.05j)	 (1.0011e-05+0j)	 (1.0011e-05+0j)	 (1.99278e-06+0j)	 (1.99278e-06+0j)
 (-39.7875+0.05j)	 (1.00173e-05+0j)	 (1.00173e-05+0j)	 (2.118e-06+0j)	 (2.118e-06+0j)
 (-39.775+0.05j)	 (1.00236e-05+0j)	 (1.00236e-05+0j)	 (2.2433e-06+0j)	 (2.2433e-06+0j)
 (-39.7625+0.05j)	 (1.00299e-05+0j)	 (1.00299e-05+0j)	 (2.36867e-06+0j)	 (2.36867e-06+0j)
 (-39.75+0.05j)	 (1.00363e-05+0j)	 (1.00363e-05+0j)	 (2.49412e-06+0j)	 (2.49412e-06+0j)
 (-39.7375+0.05j)	 (1.00426e-05+0j)	 (1.00426e-05+0j)	 (2.61966e-06+0j)	 (2.61966e-06+0j)
 (-39.725+0.05j)	 (1.00489e-05+0j)	 (1.00489e-05+0j)	 (2.74527e-06+0j)	 (2.74527e-06+0j)
 (-39.7125+0.05j)	 (1.00553e-05+0j)	 (1.00553e-05+0j)	 (2.87096e-06+0j)	 (2.87096e-06+0j)
 (-39.7+0.05j)	 (1.00616e-05+0j)	 (1.00616e-05+0j)	 (2.99673e-06+0j)	 (2.99673e-06+0j)
 (-39.6875+0.05j)	 (1.0068e-05+0j)	 (1.0068e-05+0j)	 (3.12258e-06+0j)	 (3.12258e-06+0j)
 (-39.675+0.05j)	 (1.00743e-05+0j)	 (1.00743e-05+0j)	 (3.24851e-06+0j)	 (3.24851e-06+0j)
 (-39.6625+0.05j)	 (1.00807e-05+0j)	 (1.00807e-05+0j)	 (3.37452e-06+0j)	 (3.37452e-06+0j)
 (-39.65+0.05j)	 (1.00871e-05+0j)	 (1.00871e-05+0j)	 (3.50061e-06+0j)	 (3.50061e-06+0j)
 (-39.6375+0.05j)	 (1.00935e-05+0j)	 (1.00935e-05+0j)	 (3.62677e-06+0j)	 (3.62677e-06+0j)
 (-39.625+0.05j)	 (1.00999e-05+0j)	 (1.00999e-05+0j)	 (3.75302e-06+0j)	 (3.75302e-06+0j)
 (-39.6125+0.05j)	 (1.01063e-05+0j)	 (1.01063e-05+0j)	 (3.87935e-06+0j)	 (3.87935e-06+0j)
 (-39.6+0.05j)	 (1.01127e-05+0j)	 (1.01127e-05+0j)	 (4.00576e-06+0j)	 (4.00576e-06+0j)
 (-39.5875+0.05j)	 (1.01191e-05+0j)	 (1.01191e-05+0j)	 (4.13225e-06+0j)	 (4.13225e-06+0j)
 (-39.575+0.05j)	 (1.01255e-05+0j)	 (1.01255e-05+0j)	 (4.25882e-06+0j)	 (4.25882e-06+0j)
 (-39.5625+0.05j)	 (1.01319e-05+0j)	 (1.01319e-05+0j)	 (4.38546e-06+0j)	 (4.38546e-06+0j)
 (-39.55+0.05j)	 (1.01383e-05+0j)	 (1.01383e-05+0j)	 (4.51219e-06+0j)	 (4.51219e-06+0j)
 (-39.5375+0.05j)	 (1.01447e-05+0j)	 (1.01447e-05+0j)	 (4.639e-06+0j)	 (4.639e-06+0j)
 (-39.525+0.05j)	 (1.01512e-05+0j)	 (1.01512e-05+0j)	 (4.76589e-06+0j)	 (4.76589e-06+0j)
 (-39.5125+0.05j)	 (1.01576e-05+0j)	 (1.01576e-05+0j)	 (4.89286e-06+0j)	 (4.89286e-06+0j)
 (-39.5+0.05j)	 (1.01641e-05+0j)	 (1.01641e-05+0j)	 (5.01991e-06+0j)	 (5.01991e-06+0j)
