w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (3.53075e-05+0j)	 (3.53075e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (3.53667e-05+0j)	 (3.53667e-05+0j)	 (8.84169e-07+0j)	 (8.84169e-07+0j)
 (-29.95+0.1j)	 (3.54262e-05+0j)	 (3.54262e-05+0j)	 (1.76982e-06+0j)	 (1.76982e-06+0j)
 (-29.925+0.1j)	 (3.54858e-05+0j)	 (3.54858e-05+0j)	 (2.65697e-06+0j)	 (2.65697e-06+0j)
 (-29.9+0.1j)	 (3.55455e-05+0j)	 (3.55455e-05+0j)	 (3.54561e-06+0j)	 (3.54561e-06+0j)
 (-29.875+0.1j)	 (3.56054e-05+0j)	 (3.56054e-05+0j)	 (4.43574e-06+0j)	 (4.43574e-06+0j)
 (-29.85+0.1j)	 (3.56655e-05+0j)	 (3.56655e-05+0j)	 (5.32738e-06+0j)	 (5.32738e-06+0j)
 (-29.825+0.1j)	 (3.57257e-05+0j)	 (3.57257e-05+0j)	 (6.22052e-06+0j)	 (6.22052e-06+0j)
 (-29.8+0.1j)	 (3.5786e-05+0j)	 (3.5786e-05+0j)	 (7.11517e-06+0j)	 (7.11517e-06+0j)
 (-29.775+0.1j)	 (3.58465e-05+0j)	 (3.58465e-05+0j)	 (8.01133e-06+0j)	 (8.01133e-06+0j)
 (-29.75+0.1j)	 (3.59072e-05+0j)	 (3.59072e-05+0j)	 (8.90901e-06+0j)	 (8.90901e-06+0j)
 (-29.725+0.1j)	 (3.5968e-05+0j)	 (3.5968e-05+0j)	 (9.80821e-06+0j)	 (9.80821e-06+0j)
 (-29.7+0.1j)	 (3.6029e-05+0j)	 (3.6029e-05+0j)	 (1.07089e-05+0j)	 (1.07089e-05+0j)
 (-29.675+0.1j)	 (3.60901e-05+0j)	 (3.60901e-05+0j)	 (1.16112e-05+0j)	 (1.16112e-05+0j)
 (-29.65+0.1j)	 (3.61514e-05+0j)	 (3.61514e-05+0j)	 (1.2515e-05+0j)	 (1.2515e-05+0j)
 (-29.625+0.1j)	 (3.62128e-05+0j)	 (3.62128e-05+0j)	 (1.34203e-05+0j)	 (1.34203e-05+0j)
 (-29.6+0.1j)	 (3.62744e-05+0j)	 (3.62744e-05+0j)	 (1.43272e-05+0j)	 (1.43272e-05+0j)
 (-29.575+0.1j)	 (3.63362e-05+0j)	 (3.63362e-05+0j)	 (1.52356e-05+0j)	 (1.52356e-05+0j)
 (-29.55+0.1j)	 (3.63981e-05+0j)	 (3.63981e-05+0j)	 (1.61455e-05+0j)	 (1.61455e-05+0j)
 (-29.525+0.1j)	 (3.64602e-05+0j)	 (3.64602e-05+0j)	 (1.7057e-05+0j)	 (1.7057e-05+0j)
 (-29.5+0.1j)	 (3.65224e-05+0j)	 (3.65224e-05+0j)	 (1.79701e-05+0j)	 (1.79701e-05+0j)
 (-29.475+0.1j)	 (3.65848e-05+0j)	 (3.65848e-05+0j)	 (1.88847e-05+0j)	 (1.88847e-05+0j)
 (-29.45+0.1j)	 (3.66474e-05+0j)	 (3.66474e-05+0j)	 (1.98009e-05+0j)	 (1.98009e-05+0j)
 (-29.425+0.1j)	 (3.67101e-05+0j)	 (3.67101e-05+0j)	 (2.07186e-05+0j)	 (2.07186e-05+0j)
 (-29.4+0.1j)	 (3.6773e-05+0j)	 (3.6773e-05+0j)	 (2.1638e-05+0j)	 (2.1638e-05+0j)
 (-29.375+0.1j)	 (3.6836e-05+0j)	 (3.6836e-05+0j)	 (2.25589e-05+0j)	 (2.25589e-05+0j)
 (-29.35+0.1j)	 (3.68992e-05+0j)	 (3.68992e-05+0j)	 (2.34813e-05+0j)	 (2.34813e-05+0j)
 (-29.325+0.1j)	 (3.69626e-05+0j)	 (3.69626e-05+0j)	 (2.44054e-05+0j)	 (2.44054e-05+0j)
 (-29.3+0.1j)	 (3.70261e-05+0j)	 (3.70261e-05+0j)	 (2.53311e-05+0j)	 (2.53311e-05+0j)
 (-29.275+0.1j)	 (3.70898e-05+0j)	 (3.70898e-05+0j)	 (2.62583e-05+0j)	 (2.62583e-05+0j)
 (-29.25+0.1j)	 (3.71537e-05+0j)	 (3.71537e-05+0j)	 (2.71871e-05+0j)	 (2.71871e-05+0j)
 (-29.225+0.1j)	 (3.72177e-05+0j)	 (3.72177e-05+0j)	 (2.81176e-05+0j)	 (2.81176e-05+0j)
 (-29.2+0.1j)	 (3.72819e-05+0j)	 (3.72819e-05+0j)	 (2.90496e-05+0j)	 (2.90496e-05+0j)
 (-29.175+0.1j)	 (3.73463e-05+0j)	 (3.73463e-05+0j)	 (2.99833e-05+0j)	 (2.99833e-05+0j)
 (-29.15+0.1j)	 (3.74108e-05+0j)	 (3.74108e-05+0j)	 (3.09186e-05+0j)	 (3.09186e-05+0j)
 (-29.125+0.1j)	 (3.74755e-05+0j)	 (3.74755e-05+0j)	 (3.18554e-05+0j)	 (3.18554e-05+0j)
 (-29.1+0.1j)	 (3.75403e-05+0j)	 (3.75403e-05+0j)	 (3.2794e-05+0j)	 (3.2794e-05+0j)
 (-29.075+0.1j)	 (3.76054e-05+0j)	 (3.76054e-05+0j)	 (3.37341e-05+0j)	 (3.37341e-05+0j)
 (-29.05+0.1j)	 (3.76706e-05+0j)	 (3.76706e-05+0j)	 (3.46759e-05+0j)	 (3.46759e-05+0j)
 (-29.025+0.1j)	 (3.7736e-05+0j)	 (3.7736e-05+0j)	 (3.56193e-05+0j)	 (3.56193e-05+0j)
 (-29+0.1j)	 (3.78015e-05+0j)	 (3.78015e-05+0j)	 (3.65643e-05+0j)	 (3.65643e-05+0j)
 (-28.975+0.1j)	 (3.78672e-05+0j)	 (3.78672e-05+0j)	 (3.7511e-05+0j)	 (3.7511e-05+0j)
 (-28.95+0.1j)	 (3.79331e-05+0j)	 (3.79331e-05+0j)	 (3.84593e-05+0j)	 (3.84593e-05+0j)
 (-28.925+0.1j)	 (3.79992e-05+0j)	 (3.79992e-05+0j)	 (3.94093e-05+0j)	 (3.94093e-05+0j)
 (-28.9+0.1j)	 (3.80654e-05+0j)	 (3.80654e-05+0j)	 (4.03609e-05+0j)	 (4.03609e-05+0j)
 (-28.875+0.1j)	 (3.81318e-05+0j)	 (3.81318e-05+0j)	 (4.13142e-05+0j)	 (4.13142e-05+0j)
 (-28.85+0.1j)	 (3.81984e-05+0j)	 (3.81984e-05+0j)	 (4.22692e-05+0j)	 (4.22692e-05+0j)
