w	up_1	down_1	cumul_up_1	cumul_down_1	
 (-30+0.1j)	 (3.24093e-05+0j)	 (3.24093e-05+0j)	 (0+0j)	 (0+0j)
 (-29.975+0.1j)	 (3.2462e-05+0j)	 (3.2462e-05+0j)	 (8.11551e-07+0j)	 (8.11551e-07+0j)
 (-29.95+0.1j)	 (3.25149e-05+0j)	 (3.25149e-05+0j)	 (1.62442e-06+0j)	 (1.62442e-06+0j)
 (-29.925+0.1j)	 (3.25678e-05+0j)	 (3.25678e-05+0j)	 (2.43862e-06+0j)	 (2.43862e-06+0j)
 (-29.9+0.1j)	 (3.26209e-05+0j)	 (3.26209e-05+0j)	 (3.25414e-06+0j)	 (3.25414e-06+0j)
 (-29.875+0.1j)	 (3.26741e-05+0j)	 (3.26741e-05+0j)	 (4.07099e-06+0j)	 (4.07099e-06+0j)
 (-29.85+0.1j)	 (3.27275e-05+0j)	 (3.27275e-05+0j)	 (4.88918e-06+0j)	 (4.88918e-06+0j)
 (-29.825+0.1j)	 (3.27809e-05+0j)	 (3.27809e-05+0j)	 (5.7087e-06+0j)	 (5.7087e-06+0j)
 (-29.8+0.1j)	 (3.28346e-05+0j)	 (3.28346e-05+0j)	 (6.52957e-06+0j)	 (6.52957e-06+0j)
 (-29.775+0.1j)	 (3.28883e-05+0j)	 (3.28883e-05+0j)	 (7.35177e-06+0j)	 (7.35177e-06+0j)
 (-29.75+0.1j)	 (3.29422e-05+0j)	 (3.29422e-05+0j)	 (8.17533e-06+0j)	 (8.17533e-06+0j)
 (-29.725+0.1j)	 (3.29962e-05+0j)	 (3.29962e-05+0j)	 (9.00023e-06+0j)	 (9.00023e-06+0j)
 (-29.7+0.1j)	 (3.30503e-05+0j)	 (3.30503e-05+0j)	 (9.82649e-06+0j)	 (9.82649e-06+0j)
 (-29.675+0.1j)	 (3.31046e-05+0j)	 (3.31046e-05+0j)	 (1.06541e-05+0j)	 (1.06541e-05+0j)
 (-29.65+0.1j)	 (3.3159e-05+0j)	 (3.3159e-05+0j)	 (1.14831e-05+0j)	 (1.14831e-05+0j)
 (-29.625+0.1j)	 (3.32136e-05+0j)	 (3.32136e-05+0j)	 (1.23134e-05+0j)	 (1.23134e-05+0j)
 (-29.6+0.1j)	 (3.32683e-05+0j)	 (3.32683e-05+0j)	 (1.31451e-05+0j)	 (1.31451e-05+0j)
 (-29.575+0.1j)	 (3.33231e-05+0j)	 (3.33231e-05+0j)	 (1.39782e-05+0j)	 (1.39782e-05+0j)
 (-29.55+0.1j)	 (3.33781e-05+0j)	 (3.33781e-05+0j)	 (1.48127e-05+0j)	 (1.48127e-05+0j)
 (-29.525+0.1j)	 (3.34332e-05+0j)	 (3.34332e-05+0j)	 (1.56485e-05+0j)	 (1.56485e-05+0j)
 (-29.5+0.1j)	 (3.34884e-05+0j)	 (3.34884e-05+0j)	 (1.64857e-05+0j)	 (1.64857e-05+0j)
 (-29.475+0.1j)	 (3.35438e-05+0j)	 (3.35438e-05+0j)	 (1.73243e-05+0j)	 (1.73243e-05+0j)
 (-29.45+0.1j)	 (3.35993e-05+0j)	 (3.35993e-05+0j)	 (1.81643e-05+0j)	 (1.81643e-05+0j)
 (-29.425+0.1j)	 (3.36549e-05+0j)	 (3.36549e-05+0j)	 (1.90056e-05+0j)	 (1.90056e-05+0j)
 (-29.4+0.1j)	 (3.37107e-05+0j)	 (3.37107e-05+0j)	 (1.98484e-05+0j)	 (1.98484e-05+0j)
 (-29.375+0.1j)	 (3.37667e-05+0j)	 (3.37667e-05+0j)	 (2.06926e-05+0j)	 (2.06926e-05+0j)
 (-29.35+0.1j)	 (3.38227e-05+0j)	 (3.38227e-05+0j)	 (2.15381e-05+0j)	 (2.15381e-05+0j)
 (-29.325+0.1j)	 (3.3879e-05+0j)	 (3.3879e-05+0j)	 (2.23851e-05+0j)	 (2.23851e-05+0j)
 (-29.3+0.1j)	 (3.39353e-05+0j)	 (3.39353e-05+0j)	 (2.32335e-05+0j)	 (2.32335e-05+0j)
 (-29.275+0.1j)	 (3.39918e-05+0j)	 (3.39918e-05+0j)	 (2.40833e-05+0j)	 (2.40833e-05+0j)
 (-29.25+0.1j)	 (3.40484e-05+0j)	 (3.40484e-05+0j)	 (2.49345e-05+0j)	 (2.49345e-05+0j)
 (-29.225+0.1j)	 (3.41052e-05+0j)	 (3.41052e-05+0j)	 (2.57871e-05+0j)	 (2.57871e-05+0j)
 (-29.2+0.1j)	 (3.41622e-05+0j)	 (3.41622e-05+0j)	 (2.66412e-05+0j)	 (2.66412e-05+0j)
 (-29.175+0.1j)	 (3.42192e-05+0j)	 (3.42192e-05+0j)	 (2.74967e-05+0j)	 (2.74967e-05+0j)
 (-29.15+0.1j)	 (3.42765e-05+0j)	 (3.42765e-05+0j)	 (2.83536e-05+0j)	 (2.83536e-05+0j)
 (-29.125+0.1j)	 (3.43338e-05+0j)	 (3.43338e-05+0j)	 (2.92119e-05+0j)	 (2.92119e-05+0j)
 (-29.1+0.1j)	 (3.43913e-05+0j)	 (3.43913e-05+0j)	 (3.00717e-05+0j)	 (3.00717e-05+0j)
 (-29.075+0.1j)	 (3.4449e-05+0j)	 (3.4449e-05+0j)	 (3.09329e-05+0j)	 (3.09329e-05+0j)
 (-29.05+0.1j)	 (3.45068e-05+0j)	 (3.45068e-05+0j)	 (3.17956e-05+0j)	 (3.17956e-05+0j)
 (-29.025+0.1j)	 (3.45647e-05+0j)	 (3.45647e-05+0j)	 (3.26597e-05+0j)	 (3.26597e-05+0j)
 (-29+0.1j)	 (3.46228e-05+0j)	 (3.46228e-05+0j)	 (3.35253e-05+0j)	 (3.35253e-05+0j)
 (-28.975+0.1j)	 (3.46811e-05+0j)	 (3.46811e-05+0j)	 (3.43923e-05+0j)	 (3.43923e-05+0j)
 (-28.95+0.1j)	 (3.47395e-05+0j)	 (3.47395e-05+0j)	 (3.52608e-05+0j)	 (3.52608e-05+0j)
 (-28.925+0.1j)	 (3.4798e-05+0j)	 (3.4798e-05+0j)	 (3.61308e-05+0j)	 (3.61308e-05+0j)
 (-28.9+0.1j)	 (3.48567e-05+0j)	 (3.48567e-05+0j)	 (3.70022e-05+0j)	 (3.70022e-05+0j)
 (-28.875+0.1j)	 (3.49155e-05+0j)	 (3.49155e-05+0j)	 (3.78751e-05+0j)	 (3.78751e-05+0j)
 (-28.85+0.1j)	 (3.49745e-05+0j)	 (3.49745e-05+0j)	 (3.87494e-05+0j)	 (3.87494e-05+0j)
 (-28.825+0.1j)	 (3.50337e-05+0j)	 (3.50337e-05+0j)	 (3.96253e-05+0j)	 (3.96253e-05+0j)
 (-28.8+0.1j)	 (3.5093e-05+0j)	 (3.5093e-05+0j)	 (4.05026e-05+0j)	 (4.05026e-05+0j)
 (-28.775+0.1j)	 (3.51524e-05+0j)	 (3.51524e-05+0j)	 (4.13814e-05+0j)	 (4.13814e-05+0j)
 (-28.75+0.1j)	 (3.5212e-05+0j)	 (3.5212e-05+0j)	 (4.22617e-05+0j)	 (4.22617e-05+0j)
 (-28.725+0.1j)	 (3.52718e-05+0j)	 (3.52718e-05+0j)	 (4.31435e-05+0j)	 (4.31435e-05+0j)
 (-28.7+0.1j)	 (3.53317e-05+0j)	 (3.53317e-05+0j)	 (4.40268e-05+0j)	 (4.40268e-05+0j)
 (-28.675+0.1j)	 (3.53917e-05+0j)	 (3.53917e-05+0j)	 (4.49116e-05+0j)	 (4.49116e-05+0j)
 (-28.65+0.1j)	 (3.5452e-05+0j)	 (3.5452e-05+0j)	 (4.57979e-05+0j)	 (4.57979e-05+0j)
 (-28.625+0.1j)	 (3.55123e-05+0j)	 (3.55123e-05+0j)	 (4.66857e-05+0j)	 (4.66857e-05+0j)
 (-28.6+0.1j)	 (3.55729e-05+0j)	 (3.55729e-05+0j)	 (4.7575e-05+0j)	 (4.7575e-05+0j)
 (-28.575+0.1j)	 (3.56335e-05+0j)	 (3.56335e-05+0j)	 (4.84659e-05+0j)	 (4.84659e-05+0j)
 (-28.55+0.1j)	 (3.56944e-05+0j)	 (3.56944e-05+0j)	 (4.93582e-05+0j)	 (4.93582e-05+0j)
 (-28.525+0.1j)	 (3.57554e-05+0j)	 (3.57554e-05+0j)	 (5.02521e-05+0j)	 (5.02521e-05+0j)
 (-28.5+0.1j)	 (3.58165e-05+0j)	 (3.58165e-05+0j)	 (5.11475e-05+0j)	 (5.11475e-05+0j)
 (-28.475+0.1j)	 (3.58778e-05+0j)	 (3.58778e-05+0j)	 (5.20445e-05+0j)	 (5.20445e-05+0j)
 (-28.45+0.1j)	 (3.59393e-05+0j)	 (3.59393e-05+0j)	 (5.29429e-05+0j)	 (5.29429e-05+0j)
 (-28.425+0.1j)	 (3.6001e-05+0j)	 (3.6001e-05+0j)	 (5.3843e-05+0j)	 (5.3843e-05+0j)
 (-28.4+0.1j)	 (3.60628e-05+0j)	 (3.60628e-05+0j)	 (5.47445e-05+0j)	 (5.47445e-05+0j)
 (-28.375+0.1j)	 (3.61247e-05+0j)	 (3.61247e-05+0j)	 (5.56477e-05+0j)	 (5.56477e-05+0j)
 (-28.35+0.1j)	 (3.61868e-05+0j)	 (3.61868e-05+0j)	 (5.65523e-05+0j)	 (5.65523e-05+0j)
 (-28.325+0.1j)	 (3.62491e-05+0j)	 (3.62491e-05+0j)	 (5.74586e-05+0j)	 (5.74586e-05+0j)
 (-28.3+0.1j)	 (3.63116e-05+0j)	 (3.63116e-05+0j)	 (5.83663e-05+0j)	 (5.83663e-05+0j)
